e_rara_id,text_len,intersect,intersect_c,diff_spacy,diff_spacy_c,diff_bpe,diff_bpe_c,sym_diff,sym_diff_c
14432690,46334,"{'Diefibach', 'Thun', 'Bielersee', 'Murten', 'Jaberg', 'Neuenburg', 'Bern'}",7,"{'', 'Lebet', 'Hin', 'Welche', 'Wunden', 'Aare', 'Trennungötage', 'Pein Siehe Loch', 'Zieh', 'Ruhr', 'Oder', 'Nöthe', 'Thalgut', 'Waren', 'Beglückte Drum', 'Todtenbahre Legt', 'Hülf', 'Leiden', 'Gerlafingen', 'Meeres Strand', 'WaS', 'Verstunden', 'Jammerseene', 'Daß', 'Wcnn', 'Viermal', 'Landes', 'Rothruf', 'Chriftmonat Ihr Berg', 'Dringen', 'Ohn', 'BergeShöhen', 'Dießbach', 'Erde', 'Umschlinge', 'Forthin', 'Weltbeschwerden', 'Bin', 'Gerla-', 'Jst', '""Aun""', 'Felsenstein', 'Ferne', 'Tröstliche', 'Lockt', 'Neuenstadt AuS', 'Gerlafingen Schifften', 'Länger', 'Möcht', 'Höchsten Wille', 'Tief', 'Von dem Heiland', 'Allen Umgang', '""Wiedersehn""', 'Lebensbahn', 'Wohin', 'Werth', 'Grabes Pforte Noch', 'Voran', 'Hüls', 'Staat Missouri Nordamerika', 'Freuden', 'Höchsten', 'Werd', 'Roth', 'Weil'}",66,"{'Nordamerika', 'Moos', 'Gerla', 'Gro-Affolterrn', 'Missouri', 'Buren', 'Diebach, ', 'Uttingenfiuh', 'Neuenstadt'}",9,"{'', 'Lebet', 'Hin', 'Welche', 'Wunden', 'Aare', 'Trennungötage', 'Pein Siehe Loch', 'Zieh', 'Ruhr', 'Oder', 'Gerla', 'Nöthe', 'Gro-Affolterrn', 'Thalgut', 'Diebach, ', 'Waren', 'Beglückte Drum', 'Todtenbahre Legt', 'Hülf', 'Leiden', 'Gerlafingen', 'Meeres Strand', 'WaS', 'Verstunden', 'Jammerseene', 'Daß', 'Wcnn', 'Viermal', 'Landes', 'Rothruf', 'Chriftmonat Ihr Berg', 'Dringen', 'Ohn', 'BergeShöhen', 'Dießbach', 'Nordamerika', 'Erde', 'Umschlinge', 'Forthin', 'Weltbeschwerden', 'Bin', 'Gerla-', 'Jst', '""Aun""', 'Missouri', 'Felsenstein', 'Ferne', 'Tröstliche', 'Lockt', 'Neuenstadt AuS', 'Gerlafingen Schifften', 'Länger', 'Möcht', 'Höchsten Wille', 'Tief', 'Von dem Heiland', 'Allen Umgang', 'Moos', '""Wiedersehn""', 'Lebensbahn', 'Wohin', 'Uttingenfiuh', 'Werth', 'Neuenstadt', 'Grabes Pforte Noch', 'Voran', 'Hüls', 'Staat Missouri Nordamerika', 'Freuden', 'Höchsten', 'Werd', 'Buren', 'Roth', 'Weil'}",75
